id,bankFile,section,domain,skill,difficulty,sourceSignalId,sourceReference,practicePool,skeletonId,skeletonRank,skeletonSize,verdict,issues,prompt,correctAnswer,correctChoice
sat1590-math-192,sat-1590-elite-ai-bank.json,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-3d708ddf,2,2,fail,missing_current_content_audit_version,"The mean of five numbers is 24.0. Four of the numbers are 13, 17, 23, and 27. What is the fifth number?",40.0,
sat1590-math-193,sat-1590-elite-ai-bank.json,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-c5715dd7,5,6,fail,missing_current_content_audit_version,"The mean of five numbers is 25.0. Four of the numbers are 14, 18, 24, and 28. What is the fifth number?",B,41.0
sat1590-math-194,sat-1590-elite-ai-bank.json,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-c5715dd7,6,6,fail,missing_current_content_audit_version,"The mean of five numbers is 26.0. Four of the numbers are 15, 19, 25, and 29. What is the fifth number?",C,42.0
sat1590-math-195,sat-1590-elite-ai-bank.json,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Medium,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-e3f2aefb,1,1,fail,missing_current_content_audit_version,A study reported 80 completed surveys before a reminder email and 92 completed surveys after the reminder. A comparable group without the reminder completed 75 surveys. How many more surveys did the reminder group complete after the reminder than the comparable group completed?,D,17
sat1590-math-196,sat-1590-elite-ai-bank.json,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-7f587845,1,1,fail,missing_current_content_audit_version,A study reported 87 completed surveys before a reminder email and 100 completed surveys after the reminder. A comparable group without the reminder completed 82 surveys. How many more surveys did the reminder group complete after the reminder than the comparable group completed?,18,
sat1590-math-197,sat-1590-elite-ai-bank.json,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-aa08cf79,1,3,fail,missing_current_content_audit_version,A study reported 94 completed surveys before a reminder email and 108 completed surveys after the reminder. A comparable group without the reminder completed 89 surveys. How many more surveys did the reminder group complete after the reminder than the comparable group completed?,B,19
sat1590-math-198,sat-1590-elite-ai-bank.json,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-aa08cf79,2,3,fail,missing_current_content_audit_version,A study reported 101 completed surveys before a reminder email and 116 completed surveys after the reminder. A comparable group without the reminder completed 96 surveys. How many more surveys did the reminder group complete after the reminder than the comparable group completed?,C,20
sat1590-math-199,sat-1590-elite-ai-bank.json,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-aa08cf79,3,3,fail,missing_current_content_audit_version,A study reported 108 completed surveys before a reminder email and 124 completed surveys after the reminder. A comparable group without the reminder completed 103 surveys. How many more surveys did the reminder group complete after the reminder than the comparable group completed?,D,21
sat1590-math-200,sat-1590-elite-ai-bank.json,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Medium,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-0f4b0a67,1,1,fail,missing_current_content_audit_version,A study reported 115 completed surveys before a reminder email and 132 completed surveys after the reminder. A comparable group without the reminder completed 110 surveys. How many more surveys did the reminder group complete after the reminder than the comparable group completed?,22,
sat1590-math-201,sat-1590-elite-ai-bank.json,Math,Problem-Solving and Data Analysis,Probability and conditional probability,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-45ecb46c,1,4,fail,missing_current_content_audit_version,"A bag contains 2 blue, 3 green, and 5 red tokens. If one token is selected at random, what is the probability that it is not red?",5/10,
sat1590-math-202,sat-1590-elite-ai-bank.json,Math,Problem-Solving and Data Analysis,Probability and conditional probability,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-45ecb46c,2,4,fail,missing_current_content_audit_version,"A bag contains 3 blue, 4 green, and 6 red tokens. If one token is selected at random, what is the probability that it is not red?",7/13,
sat1590-math-203,sat-1590-elite-ai-bank.json,Math,Problem-Solving and Data Analysis,Probability and conditional probability,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-45ecb46c,3,4,fail,missing_current_content_audit_version,"A bag contains 4 blue, 5 green, and 7 red tokens. If one token is selected at random, what is the probability that it is not red?",9/16,
sat1590-math-204,sat-1590-elite-ai-bank.json,Math,Problem-Solving and Data Analysis,Probability and conditional probability,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-45ecb46c,4,4,fail,missing_current_content_audit_version,"A bag contains 5 blue, 6 green, and 8 red tokens. If one token is selected at random, what is the probability that it is not red?",11/19,
sat1590-math-205,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,Area and volume,Medium,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-f339e1a8,1,2,fail,missing_current_content_audit_version,Two similar figures have side lengths in the ratio 1:2. The smaller figure has area 18. What is the area of the larger figure?,B,72
sat1590-math-206,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,Area and volume,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-4cda567a,1,4,fail,missing_current_content_audit_version,Two similar figures have side lengths in the ratio 1:3. The smaller figure has area 21. What is the area of the larger figure?,C,189
sat1590-math-207,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,Area and volume,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-4cda567a,2,4,fail,missing_current_content_audit_version,Two similar figures have side lengths in the ratio 1:4. The smaller figure has area 24. What is the area of the larger figure?,D,384
sat1590-math-208,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,Area and volume,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-592c3872,1,2,fail,missing_current_content_audit_version,Two similar figures have side lengths in the ratio 1:5. The smaller figure has area 27. What is the area of the larger figure?,675,
sat1590-math-209,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,Area and volume,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-4cda567a,3,4,fail,missing_current_content_audit_version,Two similar figures have side lengths in the ratio 1:2. The smaller figure has area 30. What is the area of the larger figure?,B,120
sat1590-math-210,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,Area and volume,Medium,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-f339e1a8,2,2,fail,missing_current_content_audit_version,Two similar figures have side lengths in the ratio 1:3. The smaller figure has area 33. What is the area of the larger figure?,C,297
sat1590-math-211,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,Area and volume,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-4cda567a,4,4,fail,missing_current_content_audit_version,Two similar figures have side lengths in the ratio 1:4. The smaller figure has area 36. What is the area of the larger figure?,D,576
sat1590-math-212,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,Area and volume,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-592c3872,2,2,fail,missing_current_content_audit_version,Two similar figures have side lengths in the ratio 1:5. The smaller figure has area 39. What is the area of the larger figure?,975,
sat1590-math-213,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-8e659e35,1,5,fail,missing_current_content_audit_version,"In triangle ABC, angle A measures 35 degrees and angle B measures 60 degrees. What is the measure, in degrees, of angle C?",B,85
sat1590-math-214,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-8e659e35,2,5,fail,missing_current_content_audit_version,"In triangle ABC, angle A measures 38 degrees and angle B measures 66 degrees. What is the measure, in degrees, of angle C?",C,76
sat1590-math-215,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Medium,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-583641bb,1,1,fail,missing_current_content_audit_version,"In triangle ABC, angle A measures 41 degrees and angle B measures 72 degrees. What is the measure, in degrees, of angle C?",D,67
sat1590-math-216,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-49b87f51,1,1,fail,missing_current_content_audit_version,"In triangle ABC, angle A measures 44 degrees and angle B measures 78 degrees. What is the measure, in degrees, of angle C?",58,
sat1590-math-217,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-8e659e35,3,5,fail,missing_current_content_audit_version,"In triangle ABC, angle A measures 47 degrees and angle B measures 84 degrees. What is the measure, in degrees, of angle C?",B,49
sat1590-math-218,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-8e659e35,4,5,fail,missing_current_content_audit_version,"In triangle ABC, angle A measures 50 degrees and angle B measures 90 degrees. What is the measure, in degrees, of angle C?",C,40
sat1590-math-219,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-8e659e35,5,5,fail,missing_current_content_audit_version,"In triangle ABC, angle A measures 53 degrees and angle B measures 96 degrees. What is the measure, in degrees, of angle C?",D,31
sat1590-math-220,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Medium,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-082f3ed7,1,1,fail,missing_current_content_audit_version,"In triangle ABC, angle A measures 56 degrees and angle B measures 102 degrees. What is the measure, in degrees, of angle C?",22,
sat1590-math-221,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,Right triangles and trigonometry,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-a3daeef5,1,6,fail,missing_current_content_audit_version,"In right triangle RST, angle R has opposite side 10 and hypotenuse 26. What is sin(R)?",5/13,
sat1590-math-222,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,Right triangles and trigonometry,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-edefbfb9,1,2,fail,missing_current_content_audit_version,"In right triangle RST, angle R has opposite side 15 and hypotenuse 39. What is sin(R)?",C,5/13
sat1590-math-223,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,Right triangles and trigonometry,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-a3daeef5,2,6,fail,missing_current_content_audit_version,"In right triangle RST, angle R has opposite side 20 and hypotenuse 52. What is sin(R)?",5/13,
sat1590-math-224,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,Right triangles and trigonometry,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-a3daeef5,3,6,fail,missing_current_content_audit_version,"In right triangle RST, angle R has opposite side 25 and hypotenuse 65. What is sin(R)?",5/13,
sat1590-math-225,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,Right triangles and trigonometry,Medium,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-d186ef43,1,1,fail,missing_current_content_audit_version,"In right triangle RST, angle R has opposite side 30 and hypotenuse 78. What is sin(R)?",5/13,
sat1590-math-226,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,Right triangles and trigonometry,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-edefbfb9,2,2,fail,missing_current_content_audit_version,"In right triangle RST, angle R has opposite side 35 and hypotenuse 91. What is sin(R)?",C,5/13
sat1590-math-227,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,Right triangles and trigonometry,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-a3daeef5,4,6,fail,missing_current_content_audit_version,"In right triangle RST, angle R has opposite side 40 and hypotenuse 104. What is sin(R)?",5/13,
sat1590-math-228,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,Right triangles and trigonometry,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-a3daeef5,5,6,fail,missing_current_content_audit_version,"In right triangle RST, angle R has opposite side 45 and hypotenuse 117. What is sin(R)?",5/13,
sat1590-math-229,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,Right triangles and trigonometry,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-a3daeef5,6,6,fail,missing_current_content_audit_version,"In right triangle RST, angle R has opposite side 50 and hypotenuse 130. What is sin(R)?",5/13,
sat1590-math-230,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,Right triangles and trigonometry,Medium,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-bf826d37,1,1,fail,missing_current_content_audit_version,"In right triangle RST, angle R has opposite side 55 and hypotenuse 143. What is sin(R)?",C,5/13
sat1590-math-231,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,Circles,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-fc09c30f,1,8,fail,missing_current_content_audit_version,A circle has radius 3. A central angle of 60 degrees intercepts an arc. What is the arc length in terms of pi?,D,1pi
sat1590-math-232,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,Circles,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-fc09c30f,5,8,fail,missing_current_content_audit_version,A circle has radius 4. A central angle of 70 degrees intercepts an arc. What is the arc length in terms of pi?,A,1.5556pi
sat1590-math-233,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,Circles,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-fc09c30f,6,8,fail,missing_current_content_audit_version,A circle has radius 5. A central angle of 80 degrees intercepts an arc. What is the arc length in terms of pi?,B,2.2222pi
sat1590-math-234,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,Circles,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-fc09c30f,2,8,fail,missing_current_content_audit_version,A circle has radius 6. A central angle of 90 degrees intercepts an arc. What is the arc length in terms of pi?,C,3pi
sat1590-math-235,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,Circles,Medium,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-64d7881d,1,2,fail,missing_current_content_audit_version,A circle has radius 7. A central angle of 100 degrees intercepts an arc. What is the arc length in terms of pi?,D,3.8889pi
sat1590-math-236,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,Circles,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-fc09c30f,7,8,fail,missing_current_content_audit_version,A circle has radius 8. A central angle of 60 degrees intercepts an arc. What is the arc length in terms of pi?,A,2.6667pi
sat1590-math-237,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,Circles,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-fc09c30f,3,8,fail,missing_current_content_audit_version,A circle has radius 9. A central angle of 70 degrees intercepts an arc. What is the arc length in terms of pi?,B,3.5pi
sat1590-math-238,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,Circles,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-fc09c30f,8,8,fail,missing_current_content_audit_version,A circle has radius 10. A central angle of 80 degrees intercepts an arc. What is the arc length in terms of pi?,C,4.4444pi
sat1590-math-239,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,Circles,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-fc09c30f,4,8,fail,missing_current_content_audit_version,A circle has radius 11. A central angle of 90 degrees intercepts an arc. What is the arc length in terms of pi?,D,5.5pi
sat1590-math-240,sat-1590-elite-ai-bank.json,Math,Geometry and Trigonometry,Circles,Medium,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-64d7881d,2,2,fail,missing_current_content_audit_version,A circle has radius 12. A central angle of 100 degrees intercepts an arc. What is the arc length in terms of pi?,A,6.6667pi
sat1590-math-241,sat-1590-elite-ai-bank.json,Math,Algebra,Linear equations in two variables,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-8b493ebb,1,10,fail,missing_current_content_audit_version,"In a coordinate geometry drill using calibration set A, the line y = 2x - 4 contains a point whose y-coordinate is 6. What is the x-coordinate of that point?",5,
sat1590-math-242,sat-1590-elite-ai-bank.json,Math,Algebra,Linear equations in two variables,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-8b493ebb,2,10,fail,missing_current_content_audit_version,"In a coordinate geometry drill using calibration set B, the line y = 3x - 3 contains a point whose y-coordinate is 15. What is the x-coordinate of that point?",6,
sat1590-math-243,sat-1590-elite-ai-bank.json,Math,Algebra,Linear equations in two variables,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-8b493ebb,3,10,fail,missing_current_content_audit_version,"In a coordinate geometry drill using calibration set C, the line y = 4x - 2 contains a point whose y-coordinate is 26. What is the x-coordinate of that point?",7,
sat1590-math-244,sat-1590-elite-ai-bank.json,Math,Algebra,Linear equations in two variables,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-8b493ebb,4,10,fail,missing_current_content_audit_version,"In a coordinate geometry drill using calibration set D, the line y = 5x - 1 contains a point whose y-coordinate is 39. What is the x-coordinate of that point?",8,
sat1590-math-245,sat-1590-elite-ai-bank.json,Math,Algebra,Linear equations in two variables,Medium,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-e14262f7,1,3,fail,missing_current_content_audit_version,"In a coordinate geometry drill using calibration set E, the line y = 6x + 0 contains a point whose y-coordinate is 54. What is the x-coordinate of that point?",9,
sat1590-math-246,sat-1590-elite-ai-bank.json,Math,Algebra,Linear equations in two variables,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-e75f25ad,1,10,fail,missing_current_content_audit_version,"In a coordinate geometry drill using calibration set F, the line y = 7x + 1 contains a point whose y-coordinate is 71. What is the x-coordinate of that point?",10,
sat1590-math-247,sat-1590-elite-ai-bank.json,Math,Algebra,Linear equations in two variables,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-e75f25ad,2,10,fail,missing_current_content_audit_version,"In a coordinate geometry drill using calibration set G, the line y = 8x + 2 contains a point whose y-coordinate is 90. What is the x-coordinate of that point?",11,
sat1590-math-248,sat-1590-elite-ai-bank.json,Math,Algebra,Linear equations in two variables,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-e75f25ad,3,10,fail,missing_current_content_audit_version,"In a coordinate geometry drill using calibration set H, the line y = 9x + 3 contains a point whose y-coordinate is 111. What is the x-coordinate of that point?",12,
sat1590-math-249,sat-1590-elite-ai-bank.json,Math,Algebra,Linear equations in two variables,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-e75f25ad,4,10,fail,missing_current_content_audit_version,"In a coordinate geometry drill using calibration set I, the line y = 2x + 4 contains a point whose y-coordinate is 30. What is the x-coordinate of that point?",13,
sat1590-math-250,sat-1590-elite-ai-bank.json,Math,Algebra,Linear equations in two variables,Medium,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-7068b731,1,2,fail,missing_current_content_audit_version,"In a coordinate geometry drill using calibration set J, the line y = 3x - 4 contains a point whose y-coordinate is 38. What is the x-coordinate of that point?",14,
sat1590-math-251,sat-1590-elite-ai-bank.json,Math,Algebra,Linear equations in two variables,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",core_pool,skel-8b493ebb,5,10,fail,missing_current_content_audit_version,"In a coordinate geometry drill using calibration set K, the line y = 4x - 3 contains a point whose y-coordinate is 57. What is the x-coordinate of that point?",15,
