id,sourceFile,sourceType,section,domain,skill,difficulty,questionType,correctAnswer,reviewStatus,visibility,publicationStatus,contentAuditVersion,contentAuditVerdict,promptWords,severity,issues,warnings,governance,topicKey,skeletonKey
antigravity-4cb5d376,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Easy,student_produced_response,9,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,17,pass,,,private_family_only,median,median of # values # # # # # # # # avg of #th and #th
antigravity-2406b295,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Easy,student_produced_response,6,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,14,pass,,,private_family_only,recipe,recipe # # ratio water flour # cups flour needs how many cups water
antigravity-7b796e6c,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,Area and volume,Easy,student_produced_response,96,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,8,pass,,,private_family_only,trapezoid,trapezoid bases # and # height # area
antigravity-9bda9db9,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Medium,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,22,pass,,,private_family_only,neonicotinoids,notes bees pollinate # of crops neonicotinoids linked to colony collapse eu banned them us hasn v goal economic argument for us ban
antigravity-a0063eb6,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Hard,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,24,pass,,,private_family_only,microplastics,notes microplastics found in human blood lungs and placentas average person ingests #v plastic week long term health effects unknown goal convey urgency despite uncertainty
antigravity-30eee835,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Easy,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,22,pass,,,private_family_only,networks,notes trees communicate via chemical signals and fungal networks mother trees nurture seedlings logging disrupts these networks goal reframe forests as communities
antigravity-c0dad90c,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Medium,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,16,pass,,,private_family_only,impressionist,the museum v collection acquired over more than two includes works by every major impressionist painter
antigravity-fac119ab,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Hard,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,14,pass,,,private_family_only,recommends,the report recommends that the committee additional hearings before making v final decision
antigravity-cb00bbbe,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,16,pass,,,private_family_only,insurmountable,the expedition encountered one insurmountable the river had risen # feet due to monsoon rains
antigravity-d37de8e9,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,18,pass,,,private_family_only,controversial,the researcher whose work has been cited over # was denied tenure in v controversial decision
antigravity-3c7c315c,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Transitions,Easy,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,17,pass,,,private_family_only,conservation,the species was listed as endangered in # conservation efforts have increased its population by #
antigravity-34f90df7,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Transitions,Medium,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,16,pass,,,private_family_only,statistically,the initial tests were inconclusive subsequent trials with larger samples produced clear statistically significant results
antigravity-4fd561b8,antigravity-bank.json,antigravity,Reading and Writing,Craft and Structure,Text Structure and Purpose,Easy,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,18,pass,,,private_family_only,documentary,v documentary shows pristine nature footage first then reveals the same locations after pollution this before after structure
antigravity-c191f7c2,antigravity-bank.json,antigravity,Reading and Writing,Craft and Structure,Text Structure and Purpose,Medium,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,12,pass,,,private_family_only,strongest,v speech saves its strongest statistic for the final sentence this structure
antigravity-7db4b419,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Central Ideas and Details,Medium,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,23,pass,,,private_family_only,relationships,v passage about the sapir whorf hypothesis argues that the language we speak shapes how we perceive time color and spatial relationships central idea
antigravity-4c047997,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Central Ideas and Details,Hard,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,28,pass,,,private_family_only,replication,v passage about the replication crisis in psychology describes how major findings priming ego depletion power posing failed to replicate leading to reforms in research methodology 
antigravity-1d5d7e24,antigravity-bank.json,antigravity,Math,Algebra,Linear functions,Easy,student_produced_response,8,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,16,pass,,,private_family_only,inches,v candle is # inches tall and burns # inches hr height after # hours
antigravity-f49ad061,antigravity-bank.json,antigravity,Math,Algebra,Linear functions,Easy,student_produced_response,30,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,5,pass,,,private_family_only,,v v # #v v #
antigravity-08c50d6b,antigravity-bank.json,antigravity,Math,Algebra,Linear functions,Easy,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,5,pass,,,private_family_only,steepest,which has the steepest slope
antigravity-495687ba,antigravity-bank.json,antigravity,Math,Algebra,Linear functions,Medium,student_produced_response,5000,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,12,pass,,,private_family_only,gallons,water bill # base # gallon bill is # gallons used
antigravity-d270089e,antigravity-bank.json,antigravity,Math,Algebra,Linear equations in two variables,Easy,student_produced_response,-9,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,6,pass,,,private_family_only,intercept,v intercept of #v v # v
antigravity-639ba694,antigravity-bank.json,antigravity,Math,Algebra,Linear equations in two variables,Easy,student_produced_response,0.5,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,9,pass,,,private_family_only,through,slope of line through # # and # #
antigravity-fb48ec1c,antigravity-bank.json,antigravity,Math,Algebra,Linear equations in two variables,Easy,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,7,pass,,,private_family_only,solution,#v #v # which is v solution
antigravity-219c964e,antigravity-bank.json,antigravity,Math,Algebra,Linear equations in two variables,Easy,student_produced_response,5,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,7,pass,,,private_family_only,distance,distance between # # and # #
antigravity-eecd75d5,antigravity-bank.json,antigravity,Math,Algebra,Linear equations in one variable,Easy,student_produced_response,3,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,3,pass,,,private_family_only,,# #v # v
antigravity-b4694640,antigravity-bank.json,antigravity,Math,Algebra,Linear equations in one variable,Easy,student_produced_response,27,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,8,pass,,,private_family_only,two-thirds,two thirds of v number is # the number
antigravity-ad848868,antigravity-bank.json,antigravity,Math,Algebra,Linear equations in one variable,Medium,student_produced_response,3,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,8,pass,,,private_family_only,,# #v # # # v # # v
antigravity-450f23d8,antigravity-bank.json,antigravity,Math,Algebra,Linear inequalities in one or two variables,Easy,student_produced_response,5,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,6,pass,,,private_family_only,smallest,#v # #v # smallest integer v
antigravity-b28ca47e,antigravity-bank.json,antigravity,Math,Algebra,Linear inequalities in one or two variables,Easy,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,6,pass,,,private_family_only,solution,v # geq # solution set
antigravity-48236c92,antigravity-bank.json,antigravity,Math,Algebra,Linear inequalities in one or two variables,Easy,student_produced_response,10,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,9,pass,,,private_family_only,,max value of v if #v # leq #
antigravity-8bd8111d,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,student_produced_response,540,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,7,pass,,,private_family_only,interior,sum of interior angles of v pentagon
antigravity-19d6d0c7,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,6,pass,,,private_family_only,equilateral,an equilateral triangle has angles of
antigravity-170041cf,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,student_produced_response,180,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,7,pass,,,private_family_only,co-interior,co interior same side interior angles sum to degrees
antigravity-56734f63,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear functions,Medium,student_produced_response,590,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,12,pass,,,private_family_only,nearest,v v # # v v # round to nearest whole
antigravity-7fa1feba,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear functions,Easy,student_produced_response,4000,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,12,pass,,,private_family_only,population,if v population doubles every # years from # after # years
antigravity-bc77e090,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear functions,Easy,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,9,pass,,,private_family_only,function,v ab v if v # the function shows
antigravity-d6f61605,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,student_produced_response,3,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,6,pass,,,private_family_only,positive,v # v # # positive root
antigravity-e2545c18,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,student_produced_response,2,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,8,pass,,,private_family_only,symmetry,v v # #v axis of symmetry at v
antigravity-81092e5c,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,5,pass,,,private_family_only,,v v v # v #
antigravity-90c3f35e,antigravity-bank.json,antigravity,Math,Advanced Math,Equivalent expressions,Easy,student_produced_response,3,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,11,pass,,,private_family_only,,v # cdot v # cdot v # v v v
antigravity-92d92943,antigravity-bank.json,antigravity,Math,Advanced Math,Equivalent expressions,Easy,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,3,pass,,,private_family_only,,v v v v
antigravity-6fbad31d,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,student_produced_response,50,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,15,pass,,,private_family_only,,v table city v pop #v v #v v #v v is what of total
antigravity-73c80b26,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Medium,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,14,pass,,,private_family_only,instead,v bar chart with v broken v axis starting at # instead of # would
antigravity-1a05091c,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Easy,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,8,pass,,,private_family_only,tendency,which is not v measure of central tendency
antigravity-3d0d5c5f,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Easy,student_produced_response,60,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,10,pass,,,private_family_only,values,mean of # values is # sum of all values
antigravity-de386876,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,Right triangles and trigonometry,Easy,student_produced_response,17.3,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,13,pass,,,private_family_only,opposite,sin # approx # opposite side in right triangle with hyp #
antigravity-20133d97,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,Area and volume,Easy,student_produced_response,100,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,14,pass,,,private_family_only,radius,cone radius # height # volume coeff of pi frac # # v #v
antigravity-1481a917,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,Percentages,Easy,student_produced_response,12,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,5,pass,,,private_family_only,,# tip on # bill
antigravity-6653d679,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,student_produced_response,150,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,12,pass,,,private_family_only,,frac # # of students pass # students total how many pass
antigravity-d28fe244,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,student_produced_response,4,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,6,pass,,,private_family_only,smaller,v # #v # # smaller root
antigravity-f8d4dc97,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Hard,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,28,pass,,,private_family_only,errors,notes sleep deprived doctors make # more errors resident shifts can last # hours countries limiting shifts to # hours saw # fewer errors goal argue for shift limits
antigravity-87bfafc2,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Medium,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,35,pass,,,private_family_only,plastic,notes mushrooms can break down plastic absorb radiation and replace building materials mycelium grows rapidly with minimal resources mushroom based packaging biodegrades in # days 
antigravity-15d03283,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Easy,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,26,pass,,,private_family_only,preschool,notes universal preschool # return per # invested reduces crime welfare use increases earnings only # of us # year olds attend public preschool goal economic argument
antigravity-fbda007e,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Hard,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,16,pass,,,private_family_only,announced,the senator along with three of her most senior has announced support for the bill
antigravity-6a025d6d,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Easy,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,12,pass,,,private_family_only,conflict-of-interest,every member of the committee required to submit v conflict of interest disclosure
antigravity-502591d7,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,12,pass,,,private_family_only,adequately,the plan failed for one reason it was never adequately funded
antigravity-e8f47e49,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,18,pass,,,private_family_only,censorship,the film banned in # countries and nominated for the palme v sparked worldwide debate about censorship
antigravity-8585591e,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Transitions,Medium,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,19,pass,,,private_family_only,literacy,global literacy has risen from # in # to # today over # million adults still cannot read
antigravity-5ef3ad2d,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Transitions,Hard,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,15,pass,,,private_family_only,authenticity,the painting sold for # million in # some art historians questioned its authenticity
antigravity-96aed225,antigravity-bank.json,antigravity,Reading and Writing,Craft and Structure,Words in Context,Easy,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,11,pass,,,private_family_only,textbooks,the findings were rewriting textbooks on the subject best fit
antigravity-98654244,antigravity-bank.json,antigravity,Reading and Writing,Craft and Structure,Words in Context,Easy,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,11,pass,,,private_family_only,regulations,the government new regulations to address the crisis best fit
antigravity-07384f7a,antigravity-bank.json,antigravity,Reading and Writing,Craft and Structure,Text Structure and Purpose,Medium,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,14,pass,,,private_family_only,childhood,v memoir ends where it began at the author v childhood home this circular structure
antigravity-745df097,antigravity-bank.json,antigravity,Reading and Writing,Craft and Structure,Text Structure and Purpose,Easy,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,14,pass,,,private_family_only,theoretical,an economics textbook uses real company case studies after each theoretical chapter this structure
antigravity-247c8dd0,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Central Ideas and Details,Easy,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,29,pass,,,private_family_only,shinrin-yoku,v passage describes how japan v forest bathing shinrin yoku research found that walking in forests lowered cortisol # blood pressure # and boosted immune function for # days centra
antigravity-fb714e8f,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Medium,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,21,pass,,,private_family_only,studied,v table shows sat scores by hours studied # #hrs # # # # # # # # # # # # what pattern emerges
antigravity-8a2f1bb5,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Medium,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,14,pass,,,private_family_only,dual-line,v dual line graph country v exports rising imports rising faster the trade balance is
antigravity-6024a553,antigravity-bank.json,antigravity,Math,Algebra,Linear functions,Easy,student_produced_response,550,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,7,pass,,,private_family_only,deposit,rental # deposit # day # day cost
antigravity-45986146,antigravity-bank.json,antigravity,Math,Algebra,Linear functions,Easy,student_produced_response,3,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,5,pass,,,private_family_only,intercept,v v #v # v intercept
antigravity-8168e61d,antigravity-bank.json,antigravity,Math,Algebra,Linear functions,Easy,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,11,pass,,,private_family_only,,v v #v # and v v #v # these lines are
antigravity-c9926f70,antigravity-bank.json,antigravity,Math,Algebra,Linear equations in two variables,Easy,student_produced_response,7,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,8,pass,,,private_family_only,horizontal,equation of horizontal line through # # v
antigravity-1286d4a8,antigravity-bank.json,antigravity,Math,Algebra,Linear equations in two variables,Easy,student_produced_response,5,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,5,pass,,,private_family_only,intercept,v intercept of v #v #
antigravity-4a19223d,antigravity-bank.json,antigravity,Math,Algebra,Linear equations in two variables,Easy,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,6,pass,,,private_family_only,vertical,slope of vertical line v #
antigravity-d60e6dd8,antigravity-bank.json,antigravity,Math,Algebra,Linear equations in one variable,Easy,student_produced_response,5,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,5,pass,,,private_family_only,,#v # #v # v
antigravity-3cffc2f6,antigravity-bank.json,antigravity,Math,Algebra,Linear equations in one variable,Medium,student_produced_response,8,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,9,pass,,,private_family_only,consecutive,product of two consecutive integers is # smaller one
antigravity-9ab6d1a4,antigravity-bank.json,antigravity,Math,Algebra,Linear equations in one variable,Easy,student_produced_response,3,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,7,pass,,,private_family_only,,#v # # v
antigravity-0f19c7e3,antigravity-bank.json,antigravity,Math,Algebra,Linear inequalities in one or two variables,Easy,student_produced_response,10,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,8,pass,,,private_family_only,smallest,frac v # # # smallest integer v
antigravity-4c5fbc2b,antigravity-bank.json,antigravity,Math,Algebra,Linear inequalities in one or two variables,Medium,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,15,pass,,,private_family_only,,if v v leq # and v geq # and v geq # max v
antigravity-53510557,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,student_produced_response,120,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,5,pass,,,private_family_only,equilateral,exterior angle of equilateral triangle
antigravity-a1560e7c,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Medium,student_produced_response,29,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,9,pass,,,private_family_only,hypotenuse,hypotenuse of right triangle with legs # and #
antigravity-800a224b,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear functions,Medium,student_produced_response,1080,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,12,pass,,,private_family_only,approx,# # # approx use # # approx #
antigravity-7c275ab6,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear functions,Medium,student_produced_response,25,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,11,pass,,,private_family_only,,decay v # # v # v when v #
antigravity-e2c857d8,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,student_produced_response,0,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,7,pass,,,private_family_only,solutions,v # # # sum of all solutions
antigravity-4a39e371,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,student_produced_response,9,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,8,pass,,,private_family_only,maximum,v v # # # maximum value of v
antigravity-be9d7065,antigravity-bank.json,antigravity,Math,Advanced Math,Equivalent expressions,Easy,student_produced_response,2,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,8,pass,,,private_family_only,,frac #v # #v # #v v v
antigravity-bcbcf465,antigravity-bank.json,antigravity,Math,Advanced Math,Equivalent expressions,Easy,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,3,pass,,,private_family_only,,#v # #
antigravity-b5b3309c,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,student_produced_response,30,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,9,pass,,,private_family_only,back-to-back,back to back bar chart # sales # # # increase
antigravity-1044d758,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,5,pass,,,private_family_only,correlation,correlation coefficient v # means
antigravity-ed39390e,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Easy,student_produced_response,10,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,7,pass,,,private_family_only,dataset,dataset # # # # # mean
antigravity-307f1f71,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Easy,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,3,pass,,,private_family_only,stratified,stratified sampling means
antigravity-82334911,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,Area and volume,Easy,student_produced_response,49,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,7,pass,,,private_family_only,coefficient,circle diameter # area coefficient of pi
antigravity-508328d7,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,Area and volume,Easy,student_produced_response,150,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,4,pass,,,private_family_only,rectangular,rectangular prism #v#v# volume
antigravity-296354b2,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,Right triangles and trigonometry,Easy,student_produced_response,1,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,2,pass,,,private_family_only,,tan #
antigravity-d7fcd403,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,Right triangles and trigonometry,Easy,student_produced_response,6,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,5,pass,,,private_family_only,hypotenuse,# # # hypotenuse # short leg
antigravity-24fe7bc5,antigravity-bank.json,antigravity,Math,Algebra,Systems of two linear equations in two variables,Easy,student_produced_response,9,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,6,pass,,,private_family_only,,v v # v v # v
antigravity-ebc822db,antigravity-bank.json,antigravity,Math,Algebra,Systems of two linear equations in two variables,Easy,student_produced_response,5,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,6,pass,,,private_family_only,,#v #v # v # v
antigravity-3c0283b5,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,Percentages,Easy,student_produced_response,250,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,6,pass,,,private_family_only,,# of v is # v
antigravity-e9acc7c2,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Easy,student_produced_response,100,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,7,pass,,,private_family_only,larger,ratio # # total # larger part
antigravity-782aa27a,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,6,pass,,,private_family_only,,v rolling even on fair die
antigravity-57b545ce,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Hard,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,28,pass,,,private_family_only,loneliness,notes loneliness increases mortality risk # it v as harmful as smoking # cigarettes day # in # americans report chronic loneliness goal frame loneliness as public health crisis
antigravity-c1b8121d,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Medium,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,18,pass,,,private_family_only,revolutionized,the expedition organized by three universities and funded by two government produced findings that revolutionized the field
antigravity-6697082d,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Easy,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,8,pass,,,private_family_only,unanimously,the committee voted unanimously to the motion
