id,bank,sourceType,section,domain,skill,difficulty,sourceSignalId,sourceReference,reviewStatus,templateFormId,templateFormRank,templateMaxVisible,calculationEaseScore,roundAnswerPreferred,practicePool,skeletonId,skeletonRank,skeletonSize,skeletonCoreLimit,skeletonActiveLimit,questionType,verdict,studentUse,issues,correctAnswer,correctChoice,prompt
sat1590-rw-073,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Words in Context,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_84144892,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,B,strengthen or support,"The preliminary model seemed promising, but the team treated its conclusion as bolster: additional measurements of spring temperature shifts could still require the researchers to revise it.

Which choice gives the best meaning of ""bolster"" as used in the text?"
sat1590-rw-074,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Words in Context,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_d56f1079,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,C,make consistent,"The preliminary model seemed promising, but the team treated its conclusion as reconcile: additional measurements of searchable metadata could still require the researchers to revise it.

Which choice gives the best meaning of ""reconcile"" as used in the text?"
sat1590-rw-075,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Words in Context,Medium,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_a939178a,1,1,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,D,improve or make less severe,"The preliminary model seemed promising, but the team treated its conclusion as ameliorate: additional measurements of text reminders could still require the researchers to revise it.

Which choice gives the best meaning of ""ameliorate"" as used in the text?"
sat1590-rw-076,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Words in Context,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_3acfbc40,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,A,support with confirming evidence,"The preliminary model seemed promising, but the team treated its conclusion as corroborate: additional measurements of layered sand media could still require the researchers to revise it.

Which choice gives the best meaning of ""corroborate"" as used in the text?"
sat1590-rw-077,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Words in Context,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_681fa786,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,B,markedly different,"The preliminary model seemed promising, but the team treated its conclusion as disparate: additional measurements of panel orientation could still require the researchers to revise it.

Which choice gives the best meaning of ""disparate"" as used in the text?"
sat1590-rw-078,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Words in Context,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_4d132c2e,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,C,weak or uncertain,"The preliminary model seemed promising, but the team treated its conclusion as tenuous: additional measurements of plain-language labels could still require the researchers to revise it.

Which choice gives the best meaning of ""tenuous"" as used in the text?"
sat1590-rw-079,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Words in Context,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_fd8ecf95,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,D,most noticeable or important,"The preliminary model seemed promising, but the team treated its conclusion as salient: additional measurements of sampling frequency could still require the researchers to revise it.

Which choice gives the best meaning of ""salient"" as used in the text?"
sat1590-rw-080,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Words in Context,Medium,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_2fd1e69b,1,1,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,A,temporary and subject to revision,"The preliminary model seemed promising, but the team treated its conclusion as provisional: additional measurements of cooling rate could still require the researchers to revise it.

Which choice gives the best meaning of ""provisional"" as used in the text?"
sat1590-rw-081,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Words in Context,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_2aec7bae,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,B,examine closely,"The preliminary model seemed promising, but the team treated its conclusion as scrutinize: additional measurements of nutrient levels could still require the researchers to revise it.

Which choice gives the best meaning of ""scrutinize"" as used in the text?"
sat1590-rw-082,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Words in Context,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_c4c9806d,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,C,emphasize,"The preliminary model seemed promising, but the team treated its conclusion as underscore: additional measurements of tree shade could still require the researchers to revise it.

Which choice gives the best meaning of ""underscore"" as used in the text?"
sat1590-rw-083,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Words in Context,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_f9ac6649,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,D,prevent from happening,"The preliminary model seemed promising, but the team treated its conclusion as preclude: additional measurements of daylight sensors could still require the researchers to revise it.

Which choice gives the best meaning of ""preclude"" as used in the text?"
sat1590-rw-084,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Words in Context,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_705f4a32,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,A,acknowledge reluctantly,"The preliminary model seemed promising, but the team treated its conclusion as concede: additional measurements of compost mixtures could still require the researchers to revise it.

Which choice gives the best meaning of ""concede"" as used in the text?"
sat1590-rw-085,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Words in Context,Medium,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_6c1ebacd,1,1,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,B,strengthen or support,"The preliminary model seemed promising, but the team treated its conclusion as bolster: additional measurements of native grasses could still require the researchers to revise it.

Which choice gives the best meaning of ""bolster"" as used in the text?"
sat1590-rw-086,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Text Structure and Purpose,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_f1102975,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,C,It introduces an additional source that qualifies a previously described scholarly method.,The passage first describes how scholars traditionally used editorial columns to study nineteenth-century newspapers after a spring pilot. It then introduces letters from readers as a source that complicates that approach by revealing details about public debate. Which choice best describes the function of the second sentence in the text?
sat1590-rw-087,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Text Structure and Purpose,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_53b0e983,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,D,It introduces an additional source that qualifies a previously described scholarly method.,The passage first describes how scholars traditionally used bold lettering to study early film posters during a citywide review. It then introduces small-print credits as a source that complicates that approach by revealing details about audience expectations. Which choice best describes the function of the second sentence in the text?
sat1590-rw-088,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Text Structure and Purpose,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_b083d196,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,A,It introduces an additional source that qualifies a previously described scholarly method.,The passage first describes how scholars traditionally used individual memories to study oral histories after the first round of peer feedback. It then introduces municipal records as a source that complicates that approach by revealing details about neighborhood change. Which choice best describes the function of the second sentence in the text?
sat1590-rw-089,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Text Structure and Purpose,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_ab878fd1,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,B,It introduces an additional source that qualifies a previously described scholarly method.,The passage first describes how scholars traditionally used object descriptions to study museum catalogues while preparing a grant report. It then introduces provenance notes as a source that complicates that approach by revealing details about curatorial interpretation. Which choice best describes the function of the second sentence in the text?
sat1590-rw-090,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Text Structure and Purpose,Medium,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_443dff45,1,1,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,C,It introduces an additional source that qualifies a previously described scholarly method.,The passage first describes how scholars traditionally used route diagrams to study railroad maps during a semester-long comparison. It then introduces tourist brochures as a source that complicates that approach by revealing details about regional identity. Which choice best describes the function of the second sentence in the text?
sat1590-rw-091,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Text Structure and Purpose,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_6bb73510,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,D,It introduces an additional source that qualifies a previously described scholarly method.,The passage first describes how scholars traditionally used student editorials to study school newspapers after a community advisory meeting. It then introduces administrator announcements as a source that complicates that approach by revealing details about campus policy. Which choice best describes the function of the second sentence in the text?
sat1590-rw-092,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Text Structure and Purpose,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_2c8c499c,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,A,It introduces an additional source that qualifies a previously described scholarly method.,The passage first describes how scholars traditionally used floor plans to study architectural sketches while revising a methods appendix. It then introduces construction contracts as a source that complicates that approach by revealing details about design priorities. Which choice best describes the function of the second sentence in the text?
sat1590-rw-093,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Text Structure and Purpose,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_55702a97,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,B,It introduces an additional source that qualifies a previously described scholarly method.,The passage first describes how scholars traditionally used transcribed lyrics to study folk-song collections during an independent replication attempt. It then introduces performer notes as a source that complicates that approach by revealing details about cultural transmission. Which choice best describes the function of the second sentence in the text?
sat1590-rw-094,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Text Structure and Purpose,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_b6b20758,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,C,It introduces an additional source that qualifies a previously described scholarly method.,The passage first describes how scholars traditionally used visual symbolism to study public murals after a regional workshop. It then introduces city permits as a source that complicates that approach by revealing details about local activism. Which choice best describes the function of the second sentence in the text?
sat1590-rw-095,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Text Structure and Purpose,Medium,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_ab11c71a,1,1,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,D,It introduces an additional source that qualifies a previously described scholarly method.,The passage first describes how scholars traditionally used family anecdotes to study cookbook prefaces while checking archived records. It then introduces ingredient lists as a source that complicates that approach by revealing details about migration history. Which choice best describes the function of the second sentence in the text?
sat1590-rw-096,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Text Structure and Purpose,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_e911135d,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,A,It introduces an additional source that qualifies a previously described scholarly method.,The passage first describes how scholars traditionally used editorial columns to study nineteenth-century newspapers during a summer field season. It then introduces letters from readers as a source that complicates that approach by revealing details about public debate. Which choice best describes the function of the second sentence in the text?
sat1590-rw-097,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Text Structure and Purpose,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_fff32bb0,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,B,It introduces an additional source that qualifies a previously described scholarly method.,The passage first describes how scholars traditionally used bold lettering to study early film posters after a committee requested clearer evidence. It then introduces small-print credits as a source that complicates that approach by revealing details about audience expectations. Which choice best describes the function of the second sentence in the text?
sat1590-rw-098,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Text Structure and Purpose,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_5cacbeee,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,C,It introduces an additional source that qualifies a previously described scholarly method.,The passage first describes how scholars traditionally used individual memories to study oral histories while preparing a conference poster. It then introduces municipal records as a source that complicates that approach by revealing details about neighborhood change. Which choice best describes the function of the second sentence in the text?
sat1590-rw-099,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Text Structure and Purpose,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_077e30e5,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,D,It introduces an additional source that qualifies a previously described scholarly method.,The passage first describes how scholars traditionally used object descriptions to study museum catalogues during a classroom demonstration. It then introduces provenance notes as a source that complicates that approach by revealing details about curatorial interpretation. Which choice best describes the function of the second sentence in the text?
sat1590-rw-100,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Text Structure and Purpose,Medium,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_8c4a9c9f,1,1,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,A,It introduces an additional source that qualifies a previously described scholarly method.,The passage first describes how scholars traditionally used route diagrams to study railroad maps after a lab group changed one condition. It then introduces tourist brochures as a source that complicates that approach by revealing details about regional identity. Which choice best describes the function of the second sentence in the text?
sat1590-rw-101,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Text Structure and Purpose,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_2ad3c180,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,B,It introduces an additional source that qualifies a previously described scholarly method.,The passage first describes how scholars traditionally used student editorials to study school newspapers while reviewing a preliminary table. It then introduces administrator announcements as a source that complicates that approach by revealing details about campus policy. Which choice best describes the function of the second sentence in the text?
sat1590-rw-102,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Text Structure and Purpose,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_4dda42f7,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,C,It introduces an additional source that qualifies a previously described scholarly method.,The passage first describes how scholars traditionally used floor plans to study architectural sketches during a public information session. It then introduces construction contracts as a source that complicates that approach by revealing details about design priorities. Which choice best describes the function of the second sentence in the text?
sat1590-rw-103,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Text Structure and Purpose,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_4f882b84,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,D,It introduces an additional source that qualifies a previously described scholarly method.,The passage first describes how scholars traditionally used transcribed lyrics to study folk-song collections after the dataset was cleaned. It then introduces performer notes as a source that complicates that approach by revealing details about cultural transmission. Which choice best describes the function of the second sentence in the text?
sat1590-rw-104,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Text Structure and Purpose,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_1b04f4bf,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,A,It introduces an additional source that qualifies a previously described scholarly method.,The passage first describes how scholars traditionally used visual symbolism to study public murals while comparing two plausible explanations. It then introduces city permits as a source that complicates that approach by revealing details about local activism. Which choice best describes the function of the second sentence in the text?
sat1590-rw-105,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Text Structure and Purpose,Medium,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_981bb5ff,1,1,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,B,It introduces an additional source that qualifies a previously described scholarly method.,The passage first describes how scholars traditionally used family anecdotes to study cookbook prefaces during a pilot in a second neighborhood. It then introduces ingredient lists as a source that complicates that approach by revealing details about migration history. Which choice best describes the function of the second sentence in the text?
sat1590-rw-106,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Text Structure and Purpose,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_0ce631a6,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,C,It introduces an additional source that qualifies a previously described scholarly method.,The passage first describes how scholars traditionally used editorial columns to study nineteenth-century newspapers after the instrument was recalibrated. It then introduces letters from readers as a source that complicates that approach by revealing details about public debate. Which choice best describes the function of the second sentence in the text?
sat1590-rw-107,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Text Structure and Purpose,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_e608268b,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,D,It introduces an additional source that qualifies a previously described scholarly method.,The passage first describes how scholars traditionally used bold lettering to study early film posters while summarizing the result for readers. It then introduces small-print credits as a source that complicates that approach by revealing details about audience expectations. Which choice best describes the function of the second sentence in the text?
sat1590-rw-108,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Cross-Text Connections,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_9fd87262,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,A,By agreeing that institutional sources matter but arguing that other sources can reveal nonofficial perspectives.,"Text 1: Because sources such as route diagrams were usually produced by institutions, they mainly preserve official views of railroad maps after a spring pilot.
Text 2: Tourist brochures often reveal how people outside those institutions interpreted the same events, especially when discussing regional identity.

Which choice best describes how the author of Text 2 would most likely respond to the claim in Text 1?"
sat1590-rw-109,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Cross-Text Connections,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_dfe76195,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,B,By agreeing that institutional sources matter but arguing that other sources can reveal nonofficial perspectives.,"Text 1: Because sources such as student editorials were usually produced by institutions, they mainly preserve official views of school newspapers during a citywide review.
Text 2: Administrator announcements often reveal how people outside those institutions interpreted the same events, especially when discussing campus policy.

Which choice best describes how the author of Text 2 would most likely respond to the claim in Text 1?"
sat1590-rw-110,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Cross-Text Connections,Medium,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_06ce2876,1,1,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,C,By agreeing that institutional sources matter but arguing that other sources can reveal nonofficial perspectives.,"Text 1: Because sources such as floor plans were usually produced by institutions, they mainly preserve official views of architectural sketches after the first round of peer feedback.
Text 2: Construction contracts often reveal how people outside those institutions interpreted the same events, especially when discussing design priorities.

Which choice best describes how the author of Text 2 would most likely respond to the claim in Text 1?"
sat1590-rw-111,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Cross-Text Connections,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_2b28bbc5,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,D,By agreeing that institutional sources matter but arguing that other sources can reveal nonofficial perspectives.,"Text 1: Because sources such as transcribed lyrics were usually produced by institutions, they mainly preserve official views of folk-song collections while preparing a grant report.
Text 2: Performer notes often reveal how people outside those institutions interpreted the same events, especially when discussing cultural transmission.

Which choice best describes how the author of Text 2 would most likely respond to the claim in Text 1?"
sat1590-rw-112,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Cross-Text Connections,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_eed88cc0,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,A,By agreeing that institutional sources matter but arguing that other sources can reveal nonofficial perspectives.,"Text 1: Because sources such as visual symbolism were usually produced by institutions, they mainly preserve official views of public murals during a semester-long comparison.
Text 2: City permits often reveal how people outside those institutions interpreted the same events, especially when discussing local activism.

Which choice best describes how the author of Text 2 would most likely respond to the claim in Text 1?"
sat1590-rw-113,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Cross-Text Connections,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_b9deb3b4,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,B,By agreeing that institutional sources matter but arguing that other sources can reveal nonofficial perspectives.,"Text 1: Because sources such as family anecdotes were usually produced by institutions, they mainly preserve official views of cookbook prefaces after a community advisory meeting.
Text 2: Ingredient lists often reveal how people outside those institutions interpreted the same events, especially when discussing migration history.

Which choice best describes how the author of Text 2 would most likely respond to the claim in Text 1?"
sat1590-rw-114,SAT 1590 Elite,sat_1590,Reading and Writing,Craft and Structure,Cross-Text Connections,Hard,sat-1590-elite-blueprint,"SAT Studio 1590 Elite blueprint; aligned to College Board Digital SAT Suite domains, Educator Question Bank skill taxonomy, and high-score prep patterns. No source exercise text copied.",reviewed,,,,,,core_pool,skel_109584d2,1,1,8,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,C,By agreeing that institutional sources matter but arguing that other sources can reveal nonofficial perspectives.,"Text 1: Because sources such as editorial columns were usually produced by institutions, they mainly preserve official views of nineteenth-century newspapers while revising a methods appendix.
Text 2: Letters from readers often reveal how people outside those institutions interpreted the same events, especially when discussing public debate.

Which choice best describes how the author of Text 2 would most likely respond to the claim in Text 1?"
