id,sourceFile,sourceIndex,sourceType,section,domain,skill,difficulty,questionType,practicePool,priority,reason,severity,issues,warnings,depthFlags,explanationWords,correctExplanationWords,distractorExplanationCount,topicKey
antigravity-6290845b,antigravity-bank.json,657,antigravity,Math,Geometry and Trigonometry,Circles,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,centered
antigravity-62cc989f,antigravity-bank.json,1353,antigravity,Math,Algebra,Linear functions,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,attached
antigravity-637f41d6,antigravity-bank.json,983,antigravity,Math,Advanced Math,Nonlinear functions,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,organisms
antigravity-645acb9c,antigravity-bank.json,1769,antigravity,Math,Algebra,Linear equations in two variables,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-64a05e0f,antigravity-bank.json,1220,antigravity,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,dataset
antigravity-65421911,antigravity-bank.json,1557,antigravity,Math,Geometry and Trigonometry,Area and volume,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,surface
antigravity-6653d679,antigravity-bank.json,2855,antigravity,Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,students
antigravity-66b02fa0,antigravity-bank.json,2695,antigravity,Math,Algebra,Linear functions,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-677ea4ca,antigravity-bank.json,2951,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,vertex
antigravity-67a1c097,antigravity-bank.json,2658,antigravity,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,average
antigravity-67e132b8,antigravity-bank.json,1362,antigravity,Math,Advanced Math,Equivalent expressions,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,simplify
antigravity-6885558f,antigravity-bank.json,743,antigravity,Math,Algebra,Linear equations in one variable,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-68d4bb8b,antigravity-bank.json,2166,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,midsegment
antigravity-69b0c426,antigravity-bank.json,1443,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-69e9b105,antigravity-bank.json,1884,antigravity,Math,Geometry and Trigonometry,Area and volume,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,rectangular
antigravity-6b4f7196,antigravity-bank.json,1730,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,frequency
antigravity-6be129ae,antigravity-bank.json,1469,antigravity,Math,Algebra,Linear equations in two variables,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,crosses
antigravity-6c3fbc94,antigravity-bank.json,2128,antigravity,Math,Advanced Math,Nonlinear functions,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-6ca37a8e,antigravity-bank.json,2948,antigravity,Math,Advanced Math,Nonlinear functions,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-6dffe48d,antigravity-bank.json,1324,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,marketing
antigravity-6e311b79,antigravity-bank.json,2272,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,interior
antigravity-6e3156f5,antigravity-bank.json,2106,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,predict
antigravity-6f167e02,antigravity-bank.json,697,antigravity,Math,Algebra,Linear equations in two variables,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-6f19f841,antigravity-bank.json,2207,antigravity,Math,Geometry and Trigonometry,Circles,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,diameter
antigravity-6fbad31d,antigravity-bank.json,2848,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-715f6fa1,antigravity-bank.json,974,antigravity,Math,Algebra,Systems of two linear equations in two variables,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-718dfb10,antigravity-bank.json,2981,antigravity,Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-71b5e18f,antigravity-bank.json,2949,antigravity,Math,Advanced Math,Nonlinear functions,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,half-lives
antigravity-722f52c8,antigravity-bank.json,2945,antigravity,Math,Advanced Math,Nonlinear functions,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-732a2682,antigravity-bank.json,2124,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,supplementary
antigravity-74246da2,antigravity-bank.json,2356,antigravity,Math,Algebra,Linear functions,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,charges
antigravity-74643908,antigravity-bank.json,2653,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,vertex
antigravity-74808275,antigravity-bank.json,1166,antigravity,Math,Algebra,Linear equations in one variable,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,plumber
antigravity-74af8d87,antigravity-bank.json,2243,antigravity,Math,Advanced Math,Equivalent expressions,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,factor
antigravity-74b6f0a2,antigravity-bank.json,2056,antigravity,Math,Algebra,Linear functions,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,membership
antigravity-76218caf,antigravity-bank.json,2564,antigravity,Math,Algebra,Linear inequalities in one or two variables,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,smallest
antigravity-7767e10c,antigravity-bank.json,2485,antigravity,Math,Advanced Math,Equivalent expressions,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-78475a79,antigravity-bank.json,1620,antigravity,Math,Algebra,Systems of two linear equations in two variables,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-7852fba9,antigravity-bank.json,2019,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,positive
antigravity-78fb23a0,antigravity-bank.json,1842,antigravity,Math,Advanced Math,Equivalent expressions,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,simplify
antigravity-78fb2ca2,antigravity-bank.json,2985,antigravity,Math,Problem-Solving and Data Analysis,Percentages,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,increase
antigravity-7942908c,antigravity-bank.json,2743,antigravity,Math,Geometry and Trigonometry,Right triangles and trigonometry,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,hypotenuse
antigravity-7b2280ac,antigravity-bank.json,1313,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,complementary
antigravity-7b796e6c,antigravity-bank.json,2809,antigravity,Math,Geometry and Trigonometry,Area and volume,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,trapezoid
antigravity-7b81dc7a,antigravity-bank.json,2519,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,consecutive
antigravity-7be6989f,antigravity-bank.json,2647,antigravity,Math,Algebra,Linear equations in one variable,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-7d885d9e,antigravity-bank.json,1811,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,factor
antigravity-7e6e957e,antigravity-bank.json,2984,antigravity,Math,Problem-Solving and Data Analysis,Percentages,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,discounted
antigravity-7fa1feba,antigravity-bank.json,2841,antigravity,Math,Advanced Math,Nonlinear functions,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,doubles
antigravity-7ff69cdf,antigravity-bank.json,2320,antigravity,Math,Algebra,Linear equations in two variables,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-808ca0b4,antigravity-bank.json,2439,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,vertical
antigravity-80f8e9e1,antigravity-bank.json,2474,antigravity,Math,Advanced Math,Nonlinear functions,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-81b83b59,antigravity-bank.json,2965,antigravity,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-81d1abaf,antigravity-bank.json,2559,antigravity,Math,Algebra,Linear equations in two variables,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,intercept
antigravity-82334911,antigravity-bank.json,2896,antigravity,Math,Geometry and Trigonometry,Area and volume,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,diameter
antigravity-844e3597,antigravity-bank.json,1013,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,temperature
antigravity-85b3a7c7,antigravity-bank.json,1117,antigravity,Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,pounds
antigravity-862473cf,antigravity-bank.json,2712,antigravity,Math,Advanced Math,Equivalent expressions,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-86ab3376,antigravity-bank.json,2960,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-86acd6e8,antigravity-bank.json,741,antigravity,Math,Algebra,Linear equations in two variables,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,origin
antigravity-86d20049,antigravity-bank.json,2784,antigravity,Math,Algebra,Linear equations in two variables,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-87286445,antigravity-bank.json,2013,antigravity,Math,Geometry and Trigonometry,Circles,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,radius
antigravity-8808fe75,antigravity-bank.json,2046,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,scores
antigravity-8850bcd3,antigravity-bank.json,1348,antigravity,Math,Advanced Math,Nonlinear functions,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-8951f96c,antigravity-bank.json,2648,antigravity,Math,Algebra,Linear equations in two variables,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,intercept
antigravity-895528be,antigravity-bank.json,2787,antigravity,Math,Algebra,Linear equations in one variable,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-89792532,antigravity-bank.json,1681,antigravity,Math,Algebra,Linear equations in one variable,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-8a80c142,antigravity-bank.json,1609,antigravity,Math,Geometry and Trigonometry,Right triangles and trigonometry,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,hypotenuse
antigravity-8a931032,antigravity-bank.json,2394,antigravity,Math,Geometry and Trigonometry,Right triangles and trigonometry,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,hypotenuse
antigravity-8bd8111d,antigravity-bank.json,2837,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,interior
antigravity-8bf45272,antigravity-bank.json,2358,antigravity,Math,Algebra,Linear functions,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,gallons
antigravity-8c1e88f8,antigravity-bank.json,1112,antigravity,Math,Advanced Math,Nonlinear functions,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,radioactive
antigravity-8ceef75f,antigravity-bank.json,2438,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,isosceles
antigravity-8dadf0a7,antigravity-bank.json,1735,antigravity,Math,Advanced Math,Nonlinear functions,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-8f288538,antigravity-bank.json,1657,antigravity,Math,Geometry and Trigonometry,Area and volume,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,rectangular
antigravity-90c3f35e,antigravity-bank.json,2846,antigravity,Math,Advanced Math,Equivalent expressions,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-91322a96,antigravity-bank.json,2976,antigravity,Math,Geometry and Trigonometry,Right triangles and trigonometry,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-9142182d,antigravity-bank.json,2650,antigravity,Math,Algebra,Linear equations in two variables,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,intercept
antigravity-91695f54,antigravity-bank.json,2050,antigravity,Math,Algebra,Linear equations in one variable,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-92dee217,antigravity-bank.json,1232,antigravity,Math,Algebra,Systems of two linear equations in two variables,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,student
antigravity-94d4cf0d,antigravity-bank.json,2751,antigravity,Math,Problem-Solving and Data Analysis,Percentages,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,increase
antigravity-95143693,antigravity-bank.json,2022,antigravity,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,females
antigravity-962d6b57,antigravity-bank.json,1659,antigravity,Math,Geometry and Trigonometry,Area and volume,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,trapezoid
antigravity-964cb9b9,antigravity-bank.json,2745,antigravity,Math,Geometry and Trigonometry,Circles,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,circumference
antigravity-9729fc8c,antigravity-bank.json,2925,antigravity,Math,Algebra,Linear equations in one variable,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-9757711f,antigravity-bank.json,2241,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,intercepts
antigravity-97d22d22,antigravity-bank.json,1883,antigravity,Math,Geometry and Trigonometry,Area and volume,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,diameter
antigravity-97f86d02,antigravity-bank.json,2575,antigravity,Math,Advanced Math,Nonlinear functions,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-980c72d0,antigravity-bank.json,2646,antigravity,Math,Algebra,Linear equations in one variable,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,decreased
antigravity-98d17b10,antigravity-bank.json,1780,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-99796bff,antigravity-bank.json,2785,antigravity,Math,Algebra,Linear equations in two variables,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-99cb8f88,antigravity-bank.json,1331,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-9a425d8c,antigravity-bank.json,2171,antigravity,Math,Algebra,Linear functions,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-9a8f7210,antigravity-bank.json,2803,antigravity,Math,Advanced Math,Equivalent expressions,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-9ab6d1a4,antigravity-bank.json,2881,antigravity,Math,Algebra,Linear equations in one variable,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-9bc1080d,antigravity-bank.json,2927,antigravity,Math,Algebra,Linear equations in one variable,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,perimeter
antigravity-9bfaf203,antigravity-bank.json,1912,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,
antigravity-9c3e78c1,antigravity-bank.json,1914,antigravity,Math,Algebra,Linear inequalities in one or two variables,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,student
antigravity-9c4e2aaa,antigravity-bank.json,1090,antigravity,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,dataset
antigravity-9c5839bb,antigravity-bank.json,1084,antigravity,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,consists
antigravity-9c90aefc,antigravity-bank.json,2058,antigravity,Math,Algebra,Linear functions,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,printer
antigravity-9c9ab7ad,antigravity-bank.json,2700,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,corresponding
antigravity-9ca429f7,antigravity-bank.json,2522,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,frequency
antigravity-9e28ac5c,antigravity-bank.json,1905,antigravity,Math,Geometry and Trigonometry,Right triangles and trigonometry,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,horizontal
antigravity-9e3296c0,antigravity-bank.json,1552,antigravity,Math,Algebra,Linear inequalities in one or two variables,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,satisfies
antigravity-9e51cf12,antigravity-bank.json,2689,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,transport
antigravity-9e77b342,antigravity-bank.json,1772,antigravity,Math,Algebra,Linear inequalities in one or two variables,Easy,student_produced_response,core_pool,P2,antigravity_threshold_only_has_specific_traps_or_short_rationale,depth_gap,,,thin_math_explanation:19_words,49,19,2,largest
