sourceIndex,id,status,currentDomain,currentSkill,inferredDomain,inferredSkill,difficulty,correctAnswer,correctText,oldCorrectWords,oldCorrectMeetsMinimum,flagCount,flags
301,b23a1d1b,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,"For example, avoid using jargon or technical terms that the reader might not be familiar with, and make sure that your sentences are well...",125,True,0,
960,random_id_e4,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,D,"The new book, ""The Lost City of Atlantis"", is a captivating adventure story that explores the mysteries of a long-lost civilization, its...",127,True,0,
952,random_id_a1,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Information and Ideas,Inferences,Medium,B,"However, there is evidence that emojis can enhance the clarity and conciseness of online communication, making it more efficient, as some...",128,True,2,domain_mismatch:Standard English Conventions->Information and Ideas;skill_mismatch:Boundaries->Inferences
380,a99c827e,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,"The farmer had to learn to adapt to the harsh conditions of the land, working long hours and enduring the heat and cold.",130,True,0,
766,random_id_d7,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"and even though social media continues to evolve, it is important to recognize that it is only one part of a larger technological ecosystem.",131,True,0,
1084,random_id_d8,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,A,provide a personal perspective on the topic of adaptation.,133,True,0,
1105,849d8c8d,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"the brain regions most active during sleep are not always the same in all individuals, this variation is related to each individual’s uni...",134,True,0,
271,random_id_22,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,"After a long day of working in the hot sun, the construction crew was ready to leave, and they eagerly made their way to the nearby ice c...",134,True,0,
574,83928d7d,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,D,"The speaker, after being away for some time, is back in a familiar place, where he is greeted with a chorus of greetings from the residen...",137,True,0,
966,728d85c4,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,D,"The scientists presented their findings in a series of meticulously detailed reports, explaining the methods they used, the data they gat...",142,True,0,
665,34e87911,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"It is, but it’s a very satisfying one—this hibiscus, for example, is a reminder of my mother, who loved flowers.",144,True,0,
381,3f833a7c,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Words in Context,Medium,A,—meaningfulness plays a role in memory.,145,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Words in Context
1413,a3b8c42e,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,"The novel follows the story of a young boy named Leo who lives in a small town, where the river is the lifeblood of the community. Howeve...",145,True,0,
382,e4d82e7a,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,"known for his creative use of local ingredients, was excited to be working with the new produce at the market.",153,True,0,
161,random_id_e8,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,D,changes in the environment on the banks of the Provo River downstream of the Jordanelle Dam were not necessarily the direct consequence o...,155,True,0,
555,random_id_a6,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,D,"I’ve seen many hawks in my travels, but never one so large, or so majestic.",158,True,0,
1141,24129c1a,needs_metadata_or_quality_review,Craft and Structure,Text Structure and Purpose,Craft and Structure,Words in Context,Medium,D,It suggests a connection between Dickinson’s decision to withdraw from society and her ability to experience deep emotion.,159,True,1,skill_mismatch:Text Structure and Purpose->Words in Context
747,random_id_8,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,D,"Many cultures have developed unique forms of storytelling, and the ways in which these stories are told vary widely. For example, in some...",167,True,0,
1432,a698e32b,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"Though astronomers know that there are, in fact, only six visible stars in the cluster, the two stars that appear closest to each other a...",170,True,0,
759,random_id_eng1,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,A,"The author of the novel ""The Scarlet Letter"" is Nathaniel Hawthorne, a writer known for his exploration of Puritan society and his insigh...",13,False,0,
973,random_id_b4,needs_metadata_or_quality_review,Standard English Conventions,"Form, Structure, and Sense",Standard English Conventions,Boundaries,Easy,B,Compound,18,False,1,"skill_mismatch:Form, Structure, and Sense->Boundaries"
1158,68290fd1,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Easy,A,The girl is lonely and wishes she had someone to talk to.,22,False,0,
1426,f678a74b,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Easy,A,a problem and solution.,22,False,0,
1407,random_id_a1,safe_to_upgrade,Expression of Ideas,Rhetorical Synthesis,Expression of Ideas,Rhetorical Synthesis,Easy,D,illustrate a broader point about human nature.,22,False,0,
95,random_id_a5,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,D,"The cat sat on the mat, the dog chased its tail.",22,False,0,
843,random_id_c2,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,D,The 1933 novel *Gone with the Wind* by Margaret Mitchell is considered one of the most popular and successful books ever written. It tell...,22,False,0,
1117,random_id_d7,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,B,"here,",22,False,0,
34,random_id_eng_1,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Words in Context,Easy,D,show that the second sentence contradicts the first sentence.,22,False,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Words in Context
472,6b01c6ff,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Words in Context,Easy,B,emphasize the ongoing nature of the conflict.,23,False,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Words in Context
1289,random_id_b6,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Easy,C,the Maya's understanding of the natural world.,23,False,0,
787,random_id_c5,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,A,explain a complex concept in a way that is easy to understand.,23,False,0,
465,random_id_c8,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,A,indicate that something happened during a specific time period.,23,False,0,
1238,random_id_e5,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,A,mass hysteria.,23,False,0,
579,546c18c9,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,C,"explain why Earth, Wind & Fire’s “September” is still so popular today.",24,False,0,
1306,499cb491,needs_metadata_or_quality_review,Standard English Conventions,"Form, Structure, and Sense",Standard English Conventions,Boundaries,Easy,B,wagged,25,False,1,"skill_mismatch:Form, Structure, and Sense->Boundaries"
767,e821a353,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,C,"The speaker, a renowned expert on the use of language, emphasized that clear and concise communication is key to effective communication....",25,False,0,
1011,80d7f886,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Words in Context,Easy,B,create a sense of rhythm and emphasis.,26,False,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Words in Context
16,98b54a6e,safe_to_upgrade,Expression of Ideas,Rhetorical Synthesis,Expression of Ideas,Rhetorical Synthesis,Easy,A,create a sense of urgency and excitement.,26,False,0,
928,random_id_b4,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Easy,A,"She was meticulous and detail-oriented, emphasizing precision in every aspect of her craft.",26,False,0,
454,12d8c11d,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,A,"It is a very strange, but not a very pleasant, effect that we experience when we meet an aged person for the first time.",27,False,0,
26,4567ab90,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,B,highlight the speaker’s complicated feelings.,27,False,0,
131,4f76a74c,needs_metadata_or_quality_review,Craft and Structure,Text Structure and Purpose,Information and Ideas,Inferences,Easy,B,understanding is a process of repetition and reflection.,27,False,2,domain_mismatch:Craft and Structure->Information and Ideas;skill_mismatch:Text Structure and Purpose->Inferences
1439,892f182a,safe_to_upgrade,Information and Ideas,Inferences,Information and Ideas,Inferences,Easy,A,emphasize the many causes of homelessness.,27,False,0,
1009,e9140d6d,needs_metadata_or_quality_review,Standard English Conventions,"Form, Structure, and Sense",Standard English Conventions,Boundaries,Easy,A,hail,27,False,1,"skill_mismatch:Form, Structure, and Sense->Boundaries"
398,random_id_22,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,A,"The old, weathered house stood at the end of the road, its windows boarded up.",27,False,0,
1299,random_id_c5,needs_metadata_or_quality_review,Standard English Conventions,"Form, Structure, and Sense",Standard English Conventions,Boundaries,Easy,A,chasing,27,False,1,"skill_mismatch:Form, Structure, and Sense->Boundaries"
399,random_id_c8,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,C,"The artist was known for his detailed, realistic paintings, and he was also a skilled sculptor.",27,False,0,
1112,random_id_e1,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,C,"They discussed the requirements, deadlines, and then asked for clarification on a particular point.",27,False,0,
792,2c20a342,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Easy,D,the evolution of a particular artistic technique.,28,True,0,
570,234df29c,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,A,"The museum, which is located in a historic building, boasts a collection of artifacts from around the world.",29,True,0,
522,86204d3a,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,B,The sentence uses a comma splice to join two independent clauses.,29,True,0,
1258,random_id_a1,safe_to_upgrade,Information and Ideas,Inferences,Information and Ideas,Inferences,Easy,C,reduced greenhouse gas emissions.,29,True,0,
1436,random_id_c8,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,A,emphasize the importance of perseverance.,29,True,0,
358,51f2a91c,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,D,"After arriving at the islands, the Polynesians’ beliefs were reflected in the traditional art of the islands, which is known for its intr...",30,True,0,
202,83c6c842,safe_to_upgrade,Craft and Structure,Cross-Text Connections,Craft and Structure,Cross-Text Connections,Easy,A,demonstrate the character’s close bond with her mother.,30,True,0,
1008,d764f3a8,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Easy,C,"The steam engine had both positive and negative impacts on workers, resulting in widespread unemployment and a decrease in wages but also...",30,True,0,
769,random_id_a1,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,A,The dog who is a golden retriever chased the ball into the street.,30,True,0,
15,random_id_3,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,D,Color Purple,31,True,0,
1420,random_id_b4,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,A,"We’re having a potluck, so bring your favorite dish, and a smile!",31,True,0,
336,random_id_b8,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Easy,B,emphasize the range and complexity of Carlyle’s talents.,31,True,0,
1362,random_id_e2,needs_metadata_or_quality_review,Standard English Conventions,"Form, Structure, and Sense",Standard English Conventions,Boundaries,Easy,A,promise,31,True,1,"skill_mismatch:Form, Structure, and Sense->Boundaries"
152,random_id_eng,needs_metadata_or_quality_review,Standard English Conventions,"Form, Structure, and Sense",Standard English Conventions,Boundaries,Easy,D,_I Know Why the Caged Bird Sings_,31,True,1,"skill_mismatch:Form, Structure, and Sense->Boundaries"
1335,random_id_eng,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Easy,B,It is important to consider multiple perspectives and potential biases when examining historical evidence.,31,True,0,
517,98d12b73,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Easy,A,"The passage begins by introducing a general topic, describes a particular feature of the environment, and then explains the challenges th...",32,True,0,
383,random_id_a7,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Craft and Structure,Text Structure and Purpose,Easy,A,It can be used to build faster and more efficient computers.,32,True,2,domain_mismatch:Information and Ideas->Craft and Structure;skill_mismatch:Central Ideas and Details->Text Structure and Purpose
75,random_id_e8,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Easy,B,help the reader visualize the experience.,32,True,0,
589,random_id_english_3,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,A,"The recipe calls for flour, sugar, and salt, but I only have flour and sugar.",32,True,0,
521,12d8c11d,needs_metadata_or_quality_review,Standard English Conventions,"Form, Structure, and Sense",Standard English Conventions,Boundaries,Easy,A,participial,33,True,1,"skill_mismatch:Form, Structure, and Sense->Boundaries"
639,75f852f9,needs_metadata_or_quality_review,Expression of Ideas,Rhetorical Synthesis,Craft and Structure,Words in Context,Easy,A,provide a deeper understanding of the author’s argument.,33,True,2,domain_mismatch:Expression of Ideas->Craft and Structure;skill_mismatch:Rhetorical Synthesis->Words in Context
40,857f92ba,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,A,"A team of 200,000 people has been involved in building a new stadium for the World Cup in Qatar.",33,True,0,
51,8a3264e3,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,C,"instead,",33,True,0,
363,98765432,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Words in Context,Easy,B,To create a sense of urgency and excitement.,33,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Words in Context
335,9d8c6671,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Craft and Structure,Words in Context,Easy,B,it is difficult to assess the precise impact of the media on public opinion.,33,True,2,domain_mismatch:Information and Ideas->Craft and Structure;skill_mismatch:Central Ideas and Details->Words in Context
542,random_id_10,safe_to_upgrade,Craft and Structure,Words in Context,Craft and Structure,Words in Context,Easy,C,highlight the idea that the two friends’ friendship was inactive but could be revived.,33,True,0,
849,random_id_a1,needs_metadata_or_quality_review,Standard English Conventions,"Form, Structure, and Sense",Standard English Conventions,Boundaries,Easy,A,waited patiently,33,True,1,"skill_mismatch:Form, Structure, and Sense->Boundaries"
1155,random_id_c1,needs_metadata_or_quality_review,Craft and Structure,Text Structure and Purpose,Craft and Structure,Words in Context,Easy,D,suggest that the farmer is not very expressive.,33,True,1,skill_mismatch:Text Structure and Purpose->Words in Context
942,random_id_c9,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Easy,A,create a sense of place and atmosphere for the reader.,33,True,0,
871,2c6a51ff,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Easy,A,emphasize the character’s beauty and charm.,34,True,0,
1349,e86676e9,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,A,"Many people found the new styles to be too experimental and jarring, and they resisted the change in popular music, but psychedelic and f...",34,True,0,
1375,random_id_a1,safe_to_upgrade,Information and Ideas,Inferences,Information and Ideas,Inferences,Easy,A,emphasize the importance of learning.,34,True,0,
1086,random_id_c1,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Text Structure and Purpose,Easy,A,"A blur of white and brown, the dog chased its tail.",34,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Text Structure and Purpose
1127,random_id_c2,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,B,"and her husband, Leonard Woolf, and E.M. Forster, and painter Vanessa Bell.",34,True,0,
264,random_id_c8,needs_metadata_or_quality_review,Standard English Conventions,"Form, Structure, and Sense",Standard English Conventions,Boundaries,Easy,D,percentage points,34,True,1,"skill_mismatch:Form, Structure, and Sense->Boundaries"
854,random_id_c9,needs_metadata_or_quality_review,Standard English Conventions,"Form, Structure, and Sense",Standard English Conventions,Boundaries,Easy,B,compound sentence,34,True,1,"skill_mismatch:Form, Structure, and Sense->Boundaries"
567,random_id_e2,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Words in Context,Easy,A,create a sense of intimacy and connection with the reader.,34,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Words in Context
44,random_id_eng1,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,B,"The scientist discovered a new species of bacteria, and she named it after her hometown.",34,True,0,
961,8f7d78fc,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,C,Where did you get the tickets? one of the friends asks.,35,True,0,
326,random_id_b1,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Easy,B,develop a central theme and emphasize its importance.,35,True,0,
809,random_id_b8,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,C,"The scientist discovered a new species of butterfly that is bright blue, with black stripes, and has never been seen before.",35,True,0,
116,random_id_d7,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,C,"The poet Maya Angelou, a great American writer and activist, was known for her powerful prose, her stirring speeches, and her deep commit...",35,True,0,
1382,45a4979f,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Easy,B,explain how the new technology is used.,36,True,0,
742,4a6c98ef,needs_metadata_or_quality_review,Standard English Conventions,"Form, Structure, and Sense",Standard English Conventions,Boundaries,Easy,C,he had invited,36,True,1,"skill_mismatch:Form, Structure, and Sense->Boundaries"
920,823f7e45,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Text Structure and Purpose,Easy,A,The passage introduces the detective’s personality and motivations.,36,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Text Structure and Purpose
867,84b5125b,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,A,"The new school year is about to begin, and the students are eager to see their friends and to learn new things.",36,True,0,
360,865c5753,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,D,"The author skillfully blends elements of fantasy and realism, creating a vivid and engaging story.",36,True,0,
338,86a2d34c,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,A,show the potential drawbacks of choosing a domain name that is too long or too complicated.,36,True,0,
210,random_id_a1,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Easy,B,create a sense of rhythm and emphasis.,36,True,0,
1234,random_id_a9,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Easy,B,create a sense of urgency and immediacy.,36,True,0,
183,random_id_c7,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,C,To help readers better understand the emotional turmoil the young girl is experiencing.,36,True,0,
1051,random_id_d7,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,A,"The group of dancers had practiced for hours, but their performance was a success; therefore, the audience gave them a standing ovation.",36,True,0,
57,random_id_e1,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,B,feel valued and respected.,36,True,0,
803,random_id_e5,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Text Structure and Purpose,Easy,A,The author’s use of rhetorical devices helps to create a sense of urgency and importance.,36,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Text Structure and Purpose
1316,12345678,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Easy,B,contrast the building’s exterior and interior.,37,True,0,
946,546d8f1a,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Easy,A,emphasize the boy's confusion and helplessness.,37,True,0,
1130,a149f288,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Information and Ideas,Inferences,Easy,B,suggest that the trees are ancient and venerable.,37,True,2,domain_mismatch:Standard English Conventions->Information and Ideas;skill_mismatch:Boundaries->Inferences
563,b8049c7f,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Easy,B,highlight the importance of the author’s work.,37,True,0,
43,f45830d7,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Words in Context,Easy,B,show that the speaker is expressing a common opinion.,37,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Words in Context
117,random_id_e3,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,C,"Plath’s work is considered to be both deeply personal and universally relatable as readers find resonance with the themes of loss, love,...",37,True,0,
190,random_id_e9,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,C,"The large, red ball bounced across the room until it hit the wall and stopped.",37,True,0,
1300,472e85c5,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Easy,A,Media can be used to shape people's opinions and beliefs.,38,True,0,
802,6a9a9784,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Information and Ideas,Inferences,Easy,D,"They found that after participating in awe-inspiring activities, participants reported feeling more connected to the world, more at ease.",38,True,2,domain_mismatch:Standard English Conventions->Information and Ideas;skill_mismatch:Boundaries->Inferences
1020,93ca694b,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Expression of Ideas,Transitions,Easy,C,"For example,",38,True,2,domain_mismatch:Standard English Conventions->Expression of Ideas;skill_mismatch:Boundaries->Transitions
1301,random_id_c4,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,B,"The professor, an expert in Renaissance literature, delivered a lecture on the works of Shakespeare, but the students seemed disinterested.",38,True,0,
576,random_id_d7,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,C,"The dog, whose tail was wagging happily, ran toward the door as soon as its owner walked in.",38,True,0,
225,random_id_e1,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,C,"despite the fact that the product is often lauded for its high-quality design and cutting-edge features, but the company’s true strength...",38,True,0,
1198,0739f512,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,B,"Despite this accomplishment, Earhart, who earned a reputation for courage and skill, continued to push the boundaries of aviation.",39,True,0,
585,948f5136,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Easy,B,emphasize the superiority of the product.,39,True,0,
481,random_id_12,safe_to_upgrade,Craft and Structure,Words in Context,Craft and Structure,Words in Context,Easy,A,the president’s victory.,39,True,0,
1260,random_id_15,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Craft and Structure,Text Structure and Purpose,Easy,C,to explain how the concept of natural rights changed over time.,39,True,2,domain_mismatch:Information and Ideas->Craft and Structure;skill_mismatch:Central Ideas and Details->Text Structure and Purpose
1282,random_id_a8,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,A,"The dog, wagging its tail, ran to greet its owner.",39,True,0,
948,random_id_e8,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,A,"The museum curator had seen the exhibit in the magazine, so she knew it would be popular.",39,True,0,
42,674c28d3,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Words in Context,Easy,B,suggest that the writer believes music has a strong impact on people.,40,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Words in Context
1327,7c2727f0,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Text Structure and Purpose,Easy,D,"The wall is so long, made of stone, brick, earth, and wood, and it can be seen from space.",40,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Text Structure and Purpose
143,e2a6928f,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Easy,C,certain animals exhibit a behavior that was previously unknown to researchers.,40,True,0,
1339,random_id_e3,needs_metadata_or_quality_review,Standard English Conventions,"Form, Structure, and Sense",Standard English Conventions,Boundaries,Easy,A,help to,40,True,1,"skill_mismatch:Form, Structure, and Sense->Boundaries"
866,12b7f144,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,A,The author’s use of figurative language helps make the story more vivid and engaging.,41,True,0,
930,62b987df,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,A,"The most common types of books are hardbacks, which have a rigid cover, and paperbacks, which have a flexible cover.",41,True,0,
512,7477d48c,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,B,"The first thing a person should do in their home or apartment is to make sure that all the windows and doors are closed, and it’s also im...",41,True,0,
900,9e921f67,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Easy,C,explain why Black people are often pressured to give hopeful responses.,41,True,0,
1087,f245a678,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Words in Context,Easy,A,introduce a contrasting idea.,41,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Words in Context
238,random_id_a2,safe_to_upgrade,Craft and Structure,Cross-Text Connections,Craft and Structure,Cross-Text Connections,Easy,A,create a sense of suspense and anticipation.,41,True,0,
1154,random_id_b9,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,B,Many people prefer to eat at home rather than going to a restaurant because of the cost.,41,True,0,
308,random_id_c5,needs_metadata_or_quality_review,Expression of Ideas,Rhetorical Synthesis,Craft and Structure,Words in Context,Easy,B,describe the gradual and irreversible nature of the decline of the middle class.,41,True,2,domain_mismatch:Expression of Ideas->Craft and Structure;skill_mismatch:Rhetorical Synthesis->Words in Context
994,random_id_e8,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Text Structure and Purpose,Easy,D,a move that will provide the community with a much needed space for recreation and relaxation.,41,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Text Structure and Purpose
718,48a1235d,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Easy,A,create a sense of urgency and immediacy.,42,True,0,
604,7d724c5b,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Easy,A,"The scarlet-winged tanager, however, conservationists are concerned about the tanager's future due to its restricted range, and the rapid...",42,True,0,
536,987bd4f1,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Words in Context,Easy,D,"The most obvious sign that the speaker is speaking directly to the reader is the use of the word ""you."" There are other elements of the p...",42,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Words in Context
